,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100,highway-L/100,horsepower-binned,fuel-type-diesel,fuel-type-gas,std,turbo
99,0,108,nissan,four,wagon,fwd,front,100.4,0.6492537313432836,0.52991452991453,0.691666666666667,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,17,22,14399.0,13.823529411764707,10.681818181818182,Medium,False,True,True,False
100,0,108,nissan,four,sedan,fwd,front,100.4,0.6492537313432836,0.52991452991453,0.6083333333333337,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,19,25,13499.0,12.368421052631579,9.4,Medium,False,True,True,False
101,3,194,nissan,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,25,17199.0,12.368421052631579,9.4,Medium,False,True,True,False
102,3,194,nissan,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200.0,17,23,19699.0,13.823529411764707,10.217391304347826,High,False,True,False,True
103,1,231,nissan,two,hatchback,rwd,front,99.2,0.5582089552238807,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,25,18399.0,12.368421052631579,9.4,Medium,False,True,True,False
104,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,11900.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
105,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3197,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,33,13200.0,8.392857142857142,7.121212121212121,Low,True,False,False,True
106,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,12440.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
107,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3430,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,25,13860.0,9.4,9.4,Low,True,False,False,True
108,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,24,15580.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
109,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,33,16900.0,8.392857142857142,7.121212121212121,Low,True,False,False,True
110,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.7416666666666671,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,24,16695.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
111,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,25,17075.0,9.4,9.4,Low,True,False,False,True
112,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,16630.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
113,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,33,17950.0,8.392857142857142,7.121212121212121,Low,True,False,False,True
114,0,161,peugot,four,sedan,rwd,front,108.0,0.6805970149253731,0.6837606837606836,0.6833333333333336,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,18,24,18150.0,13.055555555555555,9.791666666666666,Medium,False,True,False,True
115,1,119,plymouth,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,37,41,5572.0,6.351351351351352,5.7317073170731705,Low,False,True,True,False
116,1,119,plymouth,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,24,30,7957.0,9.791666666666666,7.833333333333333,Low,False,True,False,True
117,1,154,plymouth,four,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.2333333333333337,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6229.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
118,1,154,plymouth,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6692.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
119,1,154,plymouth,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,31,38,7609.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
120,-1,74,plymouth,four,wagon,fwd,front,103.3,0.5,0.3675213675213672,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,24,30,8921.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
121,3,122,plymouth,two,hatchback,rwd,front,95.9,0.4791044776119402,0.5128205128205127,0.20000000000000048,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,19,24,12764.0,12.368421052631579,9.791666666666666,Medium,False,True,False,True
122,3,186,porsche,two,hatchback,rwd,front,94.5,0.41492537313432853,0.6837606837606836,0.20000000000000048,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,19,27,22018.0,12.368421052631579,8.703703703703704,Medium,False,True,True,False
123,3,122,porsche,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,32528.0,13.823529411764707,9.4,High,False,True,True,False
124,3,122,porsche,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,34028.0,13.823529411764707,9.4,High,False,True,True,False
125,3,122,porsche,two,convertible,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,37028.0,13.823529411764707,9.4,High,False,True,True,False
126,0,122,renault,four,wagon,fwd,front,96.1,0.6029850746268658,0.52991452991453,0.6166666666666671,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9295.0,10.217391304347826,7.580645161290323,Low,False,True,True,False
127,2,122,renault,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5384615384615381,0.22500000000000023,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9895.0,10.217391304347826,7.580645161290323,Low,False,True,True,False
128,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,21,28,11850.0,11.19047619047619,8.392857142857142,Low,False,True,True,False
129,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,12170.0,11.19047619047619,8.392857142857142,Low,False,True,True,False
130,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,21,28,15040.0,11.19047619047619,8.392857142857142,Low,False,True,True,False
131,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,15510.0,11.19047619047619,8.392857142857142,Low,False,True,True,False
132,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18150.0,12.368421052631579,9.038461538461538,Medium,False,True,False,True
133,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18620.0,12.368421052631579,9.038461538461538,Medium,False,True,False,True
134,2,83,subaru,two,hatchback,fwd,front,93.7,0.23582089552238822,0.264957264957265,0.49166666666666714,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,31,36,5118.0,7.580645161290323,6.527777777777778,Low,False,True,True,False
135,2,83,subaru,two,hatchback,fwd,front,93.7,0.25074626865671656,0.2820512820512823,0.49166666666666714,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7053.0,9.038461538461538,7.580645161290323,Low,False,True,True,False
136,2,83,subaru,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2991452991452991,0.6583333333333338,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7603.0,9.038461538461538,7.580645161290323,Low,False,True,True,False
137,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,32,37,7126.0,7.34375,6.351351351351352,Low,False,True,True,False
138,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,28,33,7775.0,8.392857142857142,7.121212121212121,Low,False,True,True,False
139,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,26,32,9960.0,9.038461538461538,7.34375,Low,False,True,True,False
140,0,102,subaru,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,24,25,9233.0,9.791666666666666,9.4,Low,False,True,True,False
141,0,102,subaru,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,24,29,11259.0,9.791666666666666,8.10344827586207,Low,False,True,False,True
142,0,89,subaru,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,28,32,7463.0,8.392857142857142,7.34375,Low,False,True,True,False
143,0,89,subaru,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,25,31,10198.0,9.4,7.580645161290323,Low,False,True,True,False
144,0,85,subaru,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,23,29,8013.0,10.217391304347826,8.10344827586207,Low,False,True,True,False
145,0,85,subaru,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,23,23,11694.0,10.217391304347826,10.217391304347826,Low,False,True,False,True
146,1,87,toyota,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,35,39,5348.0,6.714285714285714,6.0256410256410255,Low,False,True,True,False
147,1,87,toyota,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6338.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
148,1,74,toyota,four,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6488.0,7.580645161290323,6.184210526315789,Low,False,True,True,False
149,0,77,toyota,four,wagon,fwd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,37,6918.0,7.580645161290323,6.351351351351352,Low,False,True,True,False
150,0,81,toyota,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,7898.0,8.703703703703704,7.34375,Low,False,True,True,False
151,0,91,toyota,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,8778.0,8.703703703703704,7.34375,Low,False,True,True,False
152,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,6938.0,7.833333333333333,6.351351351351352,Low,False,True,True,False
153,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,7198.0,7.833333333333333,6.351351351351352,Low,False,True,True,False
154,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,34,36,7898.0,6.911764705882353,6.527777777777778,Low,True,False,True,False
155,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,38,47,7788.0,6.184210526315789,5.0,Low,True,False,True,False
156,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,38,47,7738.0,6.184210526315789,5.0,Low,False,True,True,False
157,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,8358.0,8.392857142857142,6.911764705882353,Low,False,True,True,False
158,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,9258.0,8.392857142857142,6.911764705882353,Low,False,True,True,False
159,1,168,toyota,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8058.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
160,1,168,toyota,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8238.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
161,1,168,toyota,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9298.0,9.038461538461538,8.10344827586207,Low,False,True,True,False
162,1,168,toyota,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9538.0,9.038461538461538,8.10344827586207,Low,False,True,True,False
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,8449.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9639.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
165,2,134,toyota,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9989.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11199.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
167,2,134,toyota,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11549.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
168,2,134,toyota,two,convertible,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.43333333333333357,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,17669.0,9.791666666666666,7.833333333333333,Low,False,True,True,False
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,29,34,8948.0,8.10344827586207,6.911764705882353,Low,False,True,True,False
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,30,33,10698.0,7.833333333333333,7.121212121212121,Low,True,False,False,True
171,-1,65,toyota,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,9988.0,8.703703703703704,7.34375,Low,False,True,True,False
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,10898.0,8.703703703703704,7.34375,Low,False,True,True,False
173,-1,65,toyota,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,11248.0,8.703703703703704,7.34375,Low,False,True,True,False
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,20,24,16558.0,11.75,9.791666666666666,Medium,False,True,True,False
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,19,24,15998.0,12.368421052631579,9.791666666666666,Medium,False,True,True,False
176,-1,90,toyota,four,sedan,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,20,24,15690.0,11.75,9.791666666666666,Medium,False,True,True,False
177,-1,122,toyota,four,wagon,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,19,24,15750.0,12.368421052631579,9.791666666666666,Medium,False,True,True,False
178,2,122,volkswagen,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7775.0,6.351351351351352,5.108695652173913,Low,True,False,True,False
179,2,122,volkswagen,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,7975.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
180,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7995.0,6.351351351351352,5.108695652173913,Low,True,False,True,False
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8195.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8495.0,8.703703703703704,6.911764705882353,Low,False,True,True,False
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,37,42,9495.0,6.351351351351352,5.595238095238095,Low,True,False,False,True
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,26,32,9995.0,9.038461538461538,7.34375,Low,False,True,True,False
185,3,122,volkswagen,two,convertible,fwd,front,94.5,0.27164179104477637,0.33333333333333376,0.6500000000000004,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,11595.0,9.791666666666666,8.10344827586207,Low,False,True,True,False
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.3671641791044775,0.3162393162393164,0.3000000000000001,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,9980.0,9.791666666666666,8.10344827586207,Low,False,True,True,False
187,0,122,volkswagen,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,19,24,13295.0,12.368421052631579,9.791666666666666,Low,False,True,True,False
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,33,38,13845.0,7.121212121212121,6.184210526315789,Low,True,False,False,True
189,0,122,volkswagen,four,wagon,fwd,front,100.4,0.6268656716417911,0.5641025641025647,0.6083333333333337,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,25,31,12290.0,9.4,7.580645161290323,Low,False,True,True,False
190,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,12940.0,10.217391304347826,8.392857142857142,Low,False,True,True,False
191,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,13415.0,10.217391304347826,8.392857142857142,Low,False,True,True,False
192,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,15985.0,9.791666666666666,8.392857142857142,Low,False,True,True,False
193,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,16515.0,9.791666666666666,8.392857142857142,Low,False,True,True,False
194,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18420.0,13.823529411764707,10.681818181818182,Medium,False,True,False,True
195,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18950.0,13.823529411764707,10.681818181818182,Medium,False,True,False,True
196,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,16845.0,10.217391304347826,8.392857142857142,Low,False,True,True,False
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7264957264957264,0.6416666666666669,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19,25,19045.0,12.368421052631579,9.4,Medium,False,True,False,True
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,18,23,21485.0,13.055555555555555,10.217391304347826,Medium,False,True,True,False
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,26,27,22470.0,9.038461538461538,8.703703703703704,Low,True,False,False,True
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,19,25,22625.0,12.368421052631579,9.4,Low,False,True,False,True
